source_id,tier,publisher,author_or_maintainer,title,url,domain,equipment,configuration,provenance_status,rights_status,retrieval_status,authority_status,scope_status,residual_status,manifest_path
p5-eu-ground-cv90mk4-czdefence,C,CZ Defence,no individual author named; CZ Defence editorial team (article cites Czech/European defence data),"Modernisation of wheeled IFVs: Pandur II 8x8 CZ, 30 or 35 mm calibre?",https://www.czdefence.com/article/modernisation-of-wheeled-ifvs-pandur-ii-8x8-cz-30-or-35-mm-calibre,ground,CV9035 export turret (representative Mk IV 35 mm fit),"Comparative article describes CV9035 35 mm ammunition arrangement, not a certified Mk IV D35 load.",manifest+retention,not_recorded,not_recorded,non-authoritative,complete,open,raw/sources/czdefence/p5-eu-ground-cv90mk4-czdefence/manifest.md
p5-eu-ground-cv90mk4-defensie,A,Dutch Ministry of Defence,,Combat Vehicle 90 infantry fighting vehicle,https://www.defensie.nl/onderwerpen/m/materieel/voertuigen/combat-vehicle-90,ground,CV9035NL (operator cross-check for representative Mk IV D35/CV9035 fit),"Dutch CV9035NL operator page, primarily Mk III hull/MLU context; not a generic Mk IV hull specification.",manifest+retention,not_recorded,not_recorded,non-authoritative,complete,open,raw/sources/defensie_nl/p5-eu-ground-cv90mk4-defensie/manifest.md
p5-eu-ground-cv90mk4-odin,B,U.S. Army TRADOC G-2 Threats Integration / ODIN Worldwide Equipment Guide,,CV90 Mk IV Swedish Infantry Fighting Vehicle (IFV),https://odin.t2com.army.mil/WEG/Asset/8ead449f3c3ba50304ed82163369437c,ground,CV90 Mk IV,"ODIN standard Mk IV card, introduced 2017; dimensions, 1,000 hp, 70 km/h, 350 km, 3 crew and 8 passengers are scoped to this card. Weapon section is not populated by ODIN.",manifest+retention,not_recorded,not_recorded,non-authoritative,complete,open,raw/sources/odin/p5-eu-ground-cv90mk4-odin/manifest.md
p5-fr-air-a330-mrtt,A,Ministere des Armees,,,https://www.defense.gouv.fr/air/nos-aeronefs/nos-avions/airbus-a330-phenix,air,A330 MRTT / Phénix,,manifest+retention,not_recorded,not_recorded,non-authoritative,partial,open,raw/sources/ministere_des_armees/p5-fr-air-a330-mrtt/manifest.md
p5-fr-air-atl2,A,Ministere des Armees,,,http://www.defense.gouv.fr/marine/force-laeronautique-navale/atlantique-2-atl-2,air,Atlantique 2 / Atlantique 2,,manifest+retention,not_recorded,not_recorded,non-authoritative,partial,open,raw/sources/ministere_des_armees/p5-fr-air-atl2/manifest.md
p5-fr-air-atl2-dassault,B,Dassault Aviation,"Dassault Aviation, passion and heritage aircraft pages","Atlantique 2 — origins, characteristics and performance data",https://www.dassault-aviation.com/en/passion/aircraft/military-dassault-aircraft/atlantique-2,air,Atlantique 2 / ATL2,"The page is specific to the Atlantique 2, the maritime patrol variant operated by the French Navy. The ATL1 and the proposed ATL3 are separate configurations.",manifest+retrieval+retention,not_recorded,success,non-authoritative,complete,open,raw/sources/dassault_aviation/p5-fr-air-atl2-dassault/manifest.md
p5-fr-air-atl2-dga-standard6-2026,A,"French Directorate General of Armament (DGA), Ministère des Armées",DGA editorial service,ATL2 Standard 6 modernization,https://www.defense.gouv.fr/dga/actualites/dga-livre-dernier-avion-atlantique-2-renove-marine-nationale,air,Atlantique 2 / ATL2,French Navy ATL2 after the Standard 6 modernization; the page describes the modernized combat-system and current operational block rather than every airframe's exact fit history.,manifest+retrieval+retention,not_recorded,success,non-authoritative,complete,open,raw/sources/defense_gouv_fr/p5-fr-air-atl2-dga-standard6-2026/manifest.md
p5-fr-air-atl2-encyclopedic,C,"English-language encyclopedic aviation entry, Bréguet 1150 Atlantic article",article editors,"Bréguet 1150 Atlantic — specifications, Atlantique 2",https://en.wikipedia.org/wiki/Br%C3%A9guet_1150_Atlantic,air,Atlantique 2 / ATL2,"The specifications block is headed `Specifications (Atlantique 2)`, so it is the ATL2 the values describe. The ATL1 and the proposed ATL3 are separate configurations.",manifest+retrieval+retention,not_recorded,partial,non-authoritative,complete,open,raw/sources/wikipedia/p5-fr-air-atl2-encyclopedic/manifest.md
p5-fr-air-atl2-militaryfactory,C,"Military Factory, military equipment reference site",Military Factory editorial staff,Dassault-Breguet Br.1150 (Atlantique 2) Maritime Patrol / Anti-Submarine Warfare Aircraft,https://www.militaryfactory.com/aircraft/detail.php?aircraft_id=1047,air,Atlantique 2 / ATL2,The page covers the Br.1150 Atlantique 2 maritime patrol and anti-submarine warfare aircraft.,manifest+retrieval+retention,not_recorded,success,non-authoritative,complete,open,raw/sources/military_factory/p5-fr-air-atl2-militaryfactory/manifest.md
p5-fr-air-atl2-seaforces,C,"Seaforces.org, naval reference site","Seaforces.org, site maintainer","Breguet Atlantique ATL2, French Navy, Marine Nationale",https://www.seaforces.org/marint/French-Navy/AVIATION/Atlantique-FN.htm,air,Atlantique 2 / ATL2,The page is specific to the French Navy Atlantique ATL2.,manifest+retrieval+retention,not_recorded,success,non-authoritative,complete,open,raw/sources/seaforces/p5-fr-air-atl2-seaforces/manifest.md
p5-fr-air-c130j30,A,Ministere des Armees,French Ministry of the Armed Forces,Lockheed C-130J Super Hercules — French Ministry technical record,https://www.defense.gouv.fr/en/node/8395,air,C-130 / C-130J-30,French Air and Space Force C-130J-30. The source page distinguishes the stretched J-30 from the KC-130J tanker role; the linked technical table is retained for the J-30 columns.,manifest+retrieval+retention,not_recorded,success,non-authoritative,complete,open,raw/sources/ministere_des_armees/p5-fr-air-c130j30/manifest.md
p5-fr-air-e3f,A,Ministere des Armees,,E-3F SDCA,https://www.defense.gouv.fr/air/e-3f-systeme-detection-commandement-aeroporte-sdca,air,E-3 / E-3F,French E-3F SDCA. The technical card and the page's characteristics block are used for variant-level values; family E-3 readings from other packages remain separate cross-checks.,manifest+retrieval+retention,not_recorded,success,non-authoritative,complete,open,raw/sources/ministere_des_armees/p5-fr-air-e3f/manifest.md
p5-fr-air-e3f-airforcetechnology,C,"Airforce Technology, defence programme reference site",Airforce Technology editorial staff,"E-3 AWACS (Sentry) Airborne Warning and Control System, US",https://www.airforce-technology.com/projects/e3awacs,air,E-3 / E-3F,"The page covers the E-3 AWACS programme across operators and states the powerplant split between the United States and NATO aircraft on one hand and the remaining operators on the other, which is the line that covers the French aircraft.",manifest+retrieval+retention,not_recorded,success,non-authoritative,complete,open,raw/sources/airforce_technology/p5-fr-air-e3f-airforcetechnology/manifest.md
p5-fr-air-e3f-awacs-systems,A,Ministere des Armees,French Air and Space Force editorial service,E-3F AWACS mission systems,https://www.defense.gouv.fr/air/nos-aeronefs/nos-avions/awacs,air,E-3 / E-3F,"French E-3F SDCA airborne early-warning and command system. The page is used only for mission-system and sensor claims; the technical-card package remains the source for aircraft mass, geometry and performance.",manifest+retrieval+retention,not_recorded,success,non-authoritative,complete,open,raw/sources/ministere_des_armees/p5-fr-air-e3f-awacs-systems/manifest.md
p5-fr-air-e3f-encyclopedic,C,"English-language encyclopedic aviation entry, Boeing E-3 Sentry article",article editors,"Boeing E-3 Sentry — specifications and variants, E-3F",https://en.wikipedia.org/wiki/Boeing_E-3_Sentry,air,E-3 / E-3F,The article's variants section identifies E-3F as the production aircraft for the French Air and Space Force. The specifications block is stated for the E-3 family on the TF33-powered airframe.,manifest+retrieval+retention,not_recorded,partial,non-authoritative,complete,open,raw/sources/wikipedia/p5-fr-air-e3f-encyclopedic/manifest.md
p5-fr-air-mirage2000-5f,A,Ministere des Armees,,Mirage 2000-5F,https://www.defense.gouv.fr/en/node/14361,air,Mirage 2000 / 2000-5F,"French Mirage 2000-5F single-seat air-defence configuration. The page is used for variant role, service entry, cockpit, radar and missile-family rows; numeric geometry, mass and performance remain attributed to the separate technical packages.",manifest+retrieval+retention,not_recorded,success,non-authoritative,complete,open,raw/sources/ministere_des_armees/p5-fr-air-mirage2000-5f/manifest.md
p5-fr-air-mirage2000-5f-armyrecognition,C,"Army Recognition, defence equipment reference site",Army Recognition editorial staff,"Mirage 2000-5F — military products, fighter",https://www.armyrecognition.com/military-products/air/fighter/mirage-2000-5f,air,Mirage 2000 family / 2000-5F,"The page is specific to the Mirage 2000-5F, the French air-defence rebuild. Its descriptive block lists the Thales RDY multimode radar, a SPECTRA self-protection suite, a GPS-aided inertial navigation system, a helmet-mounted display and a NATO Link 16 datalink.",manifest+retrieval+retention,not_recorded,success,non-authoritative,complete,open,raw/sources/army_recognition/p5-fr-air-mirage2000-5f-armyrecognition/manifest.md
p5-fr-air-mirage2000-gs,C,GlobalSecurity.org,"John Pike, site maintainer; page last modified 2025-12-16",Mirage 2000 — Specifications,https://www.globalsecurity.org/military/world/europe/mirage-2000-specs.htm,air,Mirage 2000 family / 2000D,"The page states that its tables present the Mirage 2000C interceptor baseline and that two-seat and strike variants differ marginally. It gives a separate two-seat length, which is the value applicable to the 2000D.",manifest+retrieval+retention,not_recorded,no_record,non-authoritative,complete,open,raw/sources/globalsecurity/p5-fr-air-mirage2000-gs/manifest.md
p5-fr-air-mirage2000d-flugzeuginfo,C,"flugzeuginfo.net, aircraft technical data reference","Karsten Palt, site maintainer","Dassault Mirage 2000 — fighter, technical data",http://www.flugzeuginfo.net/acdata_php/acdata_mirage2000_en.php,air,Mirage 2000 family / 2000D,"The page describes the family and separates the marks in prose, then presents a single technical table. The table is explicitly labelled by the page itself, in a `Data for (Version)` field at the foot, as `Dassault Mirage 2000c`, and its crew field is 1.",manifest+retrieval+retention,not_recorded,success,non-authoritative,complete,open,raw/sources/flugzeuginfo/p5-fr-air-mirage2000d-flugzeuginfo/manifest.md
p5-fr-air-mirage2000d-rmv,A,Ministere des Armees,,,http://www.defense.gouv.fr/air/actualites/mirage-2000-retour-djibouti,air,Mirage 2000 / 2000D RMV,,manifest+retention,not_recorded,not_recorded,non-authoritative,partial,open,raw/sources/ministere_des_armees/p5-fr-air-mirage2000d-rmv/manifest.md
p5-fr-air-mirage2000d-rmv-dassault,B,Dassault Aviation,"Dassault Aviation, annual report",Aircraft programmes — Dassault Aviation 2023 Annual Report,https://dassault-aviation.publispeak.com/2023-annual-report/doc/article/44,air,Mirage 2000D,"The report states Mirage 2000D (twin-seat) figures. The Rmv upgrade changes mission systems and weapons integration, not the airframe, so these are airframe values.",manifest+retrieval+retention,not_recorded,no_record,non-authoritative,complete,open,raw/sources/dassault_aviation/p5-fr-air-mirage2000d-rmv-dassault/manifest.md
p5-fr-air-mirage2000d-rmv-official,A,Ministère des Armées et des Anciens combattants,,Mirage 2000 D,https://www.defense.gouv.fr/air/nos-aeronefs/nos-avions/mirage-2000,air,Mirage 2000 / 2000D RMV,Official French technical card for the two-seat Mirage 2000 D. The separate 2025 RMV article supplies the mid-life-renovation weapons and mission-system changes; the numeric card is retained as the platform-level 2000 D reading.,manifest+retrieval+retention,not_recorded,success,non-authoritative,complete,open,raw/sources/ministere_des_armees/p5-fr-air-mirage2000d-rmv-official/manifest.md
p5-fr-air-miragef1-dassault,A,Dassault Aviation,Dassault Aviation heritage and communications team,Mirage F1 military aircraft history and specifications,https://www.dassault-aviation.com/en/passion/aircraft/military/mirage-f1/,air,Mirage F1C,F1C single-seat air-defence aircraft; reconnaissance pods and two-seat F1B equipment excluded,manifest+retention,not_recorded,not_recorded,non-authoritative,complete,open,raw/sources/dassault_aviation/p5-fr-air-miragef1-dassault/manifest.md
p5-fr-air-miragef1-mindef,A,French Ministry for the Armed Forces,"Direction de la communication et de la presse, French Air and Space Force",Mirage F1 aircraft reference,https://www.defense.gouv.fr/air/avions/chasse/mirage-f1,air,Mirage F1C,Single-seat F1C interceptor; F1CR/F1CT reconnaissance/strike conversions and export variants excluded,manifest+retention,not_recorded,not_recorded,non-authoritative,complete,open,raw/sources/ministere_des_armees/p5-fr-air-miragef1-mindef/manifest.md
p5-fr-air-miragef1-wikipedia,C,Wikimedia Foundation / Wikipedia,Wikimedia volunteer contributors; revision history is public,Dassault Mirage F1,https://en.wikipedia.org/wiki/Dassault_Mirage_F1,air,Mirage F1C,"F1C single-seat interceptor geometry, mass, fuel, Atar 9K-50, Cyrano IV and DEFA values; F1CR/F1CT/F1B and export fits excluded",manifest+retention,not_recorded,not_recorded,non-authoritative,complete,open,raw/sources/wikipedia/p5-fr-air-miragef1-wikipedia/manifest.md
p5-fr-air-nh90-nfh,A,Ministere des Armees,,,http://www.defense.gouv.fr/dga/lhelicoptere-nh90,air,NH90 / NFH,,manifest+retention,not_recorded,not_recorded,non-authoritative,partial,open,raw/sources/ministere_des_armees/p5-fr-air-nh90-nfh/manifest.md
p5-fr-air-nh90-nfh-airbus,B,Airbus Helicopters / NH90 programme,Airbus Helicopters technical publications,NH90 NFH technical data,https://mediaassets.airbus.com/pm_38_379_379477-atewgmdurt.pdf,air,NH90 / NFH,"NATO Frigate Helicopter (NFH) technical data, used for the French Navy NFH variant record. It is distinct from the TTH transport configuration.",manifest+retrieval+retention,not_recorded,success,non-authoritative,complete,open,raw/sources/airbus/p5-fr-air-nh90-nfh-airbus/manifest.md
p5-fr-air-nh90-nhindustries,B,"NHIndustries (consortium of Airbus Helicopters 62.5 percent, Leonardo 32 percent, Fokker 5.5 percent)","NHIndustries, the programme manufacturer",NH90 Helicopter Platform Overview,https://www.nhindustries.com/nh90-helicopter,air,NH90 / NFH,"This package carries common NH90 platform data. Its performance block is labelled `NH90 General Performance (basic aircraft)` and footnoted `(*) at 10000 kg`, which is below the NFH maximum gross weight of 11,000 kg. Weight, dimension, capacity and fuel rows are not footnoted; the separate Airbus NFH card carries the variant-specific headline block.",manifest+retrieval+retention,not_recorded,success,non-authoritative,complete,open,raw/sources/nhindustries/p5-fr-air-nh90-nhindustries/manifest.md
p5-fr-air-rafale-adapt-dassault,A,Dassault Aviation,Dassault Aviation Defence,Adapt and deliver — Rafale,https://www.dassault-aviation.com/en/defense/rafale/adapt-and-deliver/,air,Rafale C / B / Marine,Common Rafale armament and stores-integration page. It explicitly distinguishes 14 hard points for the Air marks and 13 for Rafale M.,manifest+retrieval+retention,not_recorded,success,non-authoritative,complete,open,raw/sources/dassault_aviation/p5-fr-air-rafale-adapt-dassault/manifest.md
p5-fr-air-rafale-aviationist,C,The Aviationist,The Aviationist editorial staff,Dassault Rafale — general characteristics and variants,https://theaviationist.com/2024/11/28/dassault-rafale,air,Rafale B / C / M,"The page tabulates the Rafale B, C and M variants separately, so the C column is directly available and is not inferred from a sibling mark.",manifest+retrieval+retention,not_recorded,success,non-authoritative,complete,open,raw/sources/the_aviationist/p5-fr-air-rafale-aviationist/manifest.md
